MsgID.STATE,1521024548.8232663,False,False
MsgID.GLOBAL_POSITION,1521024600.8231835,-122.3965953,37.7947221,5.0660000
MsgID.LOCAL_VELOCITY,1521024600.8231835,-0.0700000,-0.0400000,0.2900000
MsgID.LOCAL_POSITION,1521024600.8253939,249.1301117,75.9672775,-5.0663605
MsgID.LOCAL_VELOCITY,1521024600.8253939,-0.0712901,-0.0445256,0.2937635
MsgID.STATE,1521024601.0281708,True,True
MsgID.GLOBAL_HOME,1521024601.0300364,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024601.0740180,-122.3965959,37.7947240,5.0270000
MsgID.LOCAL_VELOCITY,1521024601.0740180,0.0100000,0.0200000,0.3200000
MsgID.LOCAL_POSITION,1521024601.0763032,249.3332214,75.9135361,-5.0279894
MsgID.LOCAL_VELOCITY,1521024601.0763032,0.0119714,0.0232227,0.3209326
MsgID.GLOBAL_POSITION,1521024601.3228300,-122.3965949,37.7947235,5.0040000
MsgID.LOCAL_VELOCITY,1521024601.3228300,0.1000000,0.1300000,0.1200000
MsgID.LOCAL_POSITION,1521024601.3251402,249.2860870,76.0066071,-5.0045314
MsgID.LOCAL_VELOCITY,1521024601.3251402,0.1128815,0.1325289,0.1291470
MsgID.GLOBAL_POSITION,1521024601.5729597,-122.3965973,37.7947220,5.0180000
MsgID.LOCAL_VELOCITY,1521024601.5729597,-0.0200000,0.0100000,0.0100000
MsgID.LOCAL_POSITION,1521024601.5750999,249.1131439,75.7928314,-5.0184364
MsgID.LOCAL_VELOCITY,1521024601.5750999,-0.0205727,0.0162625,0.0133131
MsgID.GLOBAL_POSITION,1521024601.8236859,-122.3965977,37.7947231,5.0010000
MsgID.LOCAL_VELOCITY,1521024601.8236859,0.0100000,0.0100000,-0.0400000
MsgID.LOCAL_POSITION,1521024601.8258114,249.2383118,75.7564240,-5.0016904
MsgID.LOCAL_VELOCITY,1521024601.8258114,0.0051909,0.0117716,-0.0456840
MsgID.STATE,1521024602.0273857,True,True
MsgID.GLOBAL_HOME,1521024602.0295029,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024602.0738318,-122.3965970,37.7947233,4.9900000
MsgID.LOCAL_VELOCITY,1521024602.0738318,0.0300000,0.0300000,-0.1300000
MsgID.LOCAL_POSITION,1521024602.0759263,249.2568359,75.8200073,-4.9902372
MsgID.LOCAL_VELOCITY,1521024602.0759263,0.0359394,0.0316363,-0.1332393
MsgID.GLOBAL_POSITION,1521024602.3246768,-122.3965954,37.7947240,4.9910000
MsgID.LOCAL_VELOCITY,1521024602.3246768,0.1000000,0.0600000,-0.2100000
MsgID.LOCAL_POSITION,1521024602.3267925,249.3411713,75.9608154,-4.9914813
MsgID.LOCAL_VELOCITY,1521024602.3267925,0.0784095,0.0449809,-0.2285795
MsgID.GLOBAL_POSITION,1521024602.5738170,-122.3965965,37.7947251,4.9970000
MsgID.LOCAL_VELOCITY,1521024602.5738170,0.1700000,0.0500000,-0.3100000
MsgID.LOCAL_POSITION,1521024602.5761251,249.4615173,75.8580475,-4.9978595
MsgID.LOCAL_VELOCITY,1521024602.5761251,0.1741315,0.0529052,-0.3160513
MsgID.GLOBAL_POSITION,1521024602.8247330,-122.3965958,37.7947248,5.0210000
MsgID.LOCAL_VELOCITY,1521024602.8247330,0.2900000,0.0400000,-0.3400000
MsgID.LOCAL_POSITION,1521024602.8267469,249.4200897,75.9250870,-5.0223207
MsgID.LOCAL_VELOCITY,1521024602.8267469,0.2896302,0.0436070,-0.3496364
MsgID.STATE,1521024603.0281303,True,True
MsgID.GLOBAL_HOME,1521024603.0301144,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024603.0745778,-122.3965953,37.7947256,5.0730000
MsgID.LOCAL_VELOCITY,1521024603.0745778,0.5900000,0.0000000,-0.3600000
MsgID.LOCAL_POSITION,1521024603.0767791,249.5126648,75.9684067,-5.0738482
MsgID.LOCAL_VELOCITY,1521024603.0767791,0.5953889,-0.0054791,-0.3631565
MsgID.GLOBAL_POSITION,1521024603.3253894,-122.3965953,37.7947278,5.1100000
MsgID.LOCAL_VELOCITY,1521024603.3253894,-0.0100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024603.3275158,249.7538910,75.9735565,-5.1101432
MsgID.LOCAL_VELOCITY,1521024603.3275158,-0.0075921,-0.0010484,0.0002949
MsgID.GLOBAL_POSITION,1521024603.5740108,-122.3965939,37.7947258,5.1070000
MsgID.LOCAL_VELOCITY,1521024603.5740108,-0.0100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024603.5782676,249.5345917,76.0929642,-5.1074786
MsgID.LOCAL_VELOCITY,1521024603.5782676,-0.0101714,0.0058024,0.0003890
MsgID.GLOBAL_POSITION,1521024603.8252542,-122.3965957,37.7947265,5.1200000
MsgID.LOCAL_VELOCITY,1521024603.8252542,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024603.8274214,249.6317444,75.9211273,-5.1218371
MsgID.LOCAL_VELOCITY,1521024603.8274214,-0.0100466,0.0070113,0.0006110
MsgID.STATE,1521024604.0269971,True,True
MsgID.GLOBAL_HOME,1521024604.0309529,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024604.0748127,-122.3965963,37.7947284,5.1480000
MsgID.LOCAL_VELOCITY,1521024604.0748127,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024604.0791469,249.8255615,75.8769608,-5.1481533
MsgID.LOCAL_VELOCITY,1521024604.0791469,-0.0098094,0.0069315,0.0009977
MsgID.GLOBAL_POSITION,1521024604.3260221,-122.3965937,37.7947279,5.1780000
MsgID.LOCAL_VELOCITY,1521024604.3260221,-0.0100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024604.3281610,249.7680206,76.1139297,-5.1792946
MsgID.LOCAL_VELOCITY,1521024604.3281610,-0.0087705,-0.0052657,-0.0003199
MsgID.GLOBAL_POSITION,1521024604.5742254,-122.3965937,37.7947261,5.1880000
MsgID.LOCAL_VELOCITY,1521024604.5742254,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024604.5784686,249.5752106,76.1074677,-5.1884198
MsgID.LOCAL_VELOCITY,1521024604.5784686,-0.0073721,-0.0046155,-0.0000872
MsgID.GLOBAL_POSITION,1521024604.8261392,-122.3965952,37.7947263,5.2180000
MsgID.LOCAL_VELOCITY,1521024604.8261392,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024604.8283584,249.5980072,75.9781113,-5.2194147
MsgID.LOCAL_VELOCITY,1521024604.8283584,-0.0043163,-0.0053845,-0.0004853
MsgID.STATE,1521024605.0282705,True,True
MsgID.GLOBAL_HOME,1521024605.0303040,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024605.0742579,-122.3965953,37.7947268,5.2440000
MsgID.LOCAL_VELOCITY,1521024605.0742579,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024605.0785205,249.6506042,75.9718628,-5.2449250
MsgID.LOCAL_VELOCITY,1521024605.0785205,-0.0038902,-0.0043058,0.0003335
MsgID.GLOBAL_POSITION,1521024605.3256536,-122.3965940,37.7947255,5.2590000
MsgID.LOCAL_VELOCITY,1521024605.3256536,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024605.3297617,249.5005951,76.0952454,-5.2604346
MsgID.LOCAL_VELOCITY,1521024605.3297617,-0.0042649,-0.0053256,-0.0003604
MsgID.GLOBAL_POSITION,1521024605.5755472,-122.3965935,37.7947270,5.2660000
MsgID.LOCAL_VELOCITY,1521024605.5755472,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024605.5798533,249.6692200,76.1282349,-5.2667732
MsgID.LOCAL_VELOCITY,1521024605.5798533,-0.0059497,-0.0049832,-0.0002571
MsgID.GLOBAL_POSITION,1521024605.8266709,-122.3965940,37.7947276,5.2650000
MsgID.LOCAL_VELOCITY,1521024605.8266709,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024605.8289909,249.7290802,76.0889969,-5.2649388
MsgID.LOCAL_VELOCITY,1521024605.8289909,-0.0036321,-0.0039832,-0.0012284
MsgID.STATE,1521024606.0267131,True,True
MsgID.GLOBAL_HOME,1521024606.0309324,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024606.0750768,-122.3965947,37.7947256,5.2570000
MsgID.LOCAL_VELOCITY,1521024606.0750768,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024606.0793998,249.5165863,76.0187607,-5.2570410
MsgID.LOCAL_VELOCITY,1521024606.0793998,-0.0039683,-0.0049435,-0.0003065
MsgID.GLOBAL_POSITION,1521024606.3254879,-122.3965969,37.7947260,5.2460000
MsgID.LOCAL_VELOCITY,1521024606.3254879,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024606.3296742,249.5621490,75.8303070,-5.2461443
MsgID.LOCAL_VELOCITY,1521024606.3296742,-0.0075874,-0.0041906,0.0002203
MsgID.GLOBAL_POSITION,1521024606.5763378,-122.3965953,37.7947275,5.2340000
MsgID.LOCAL_VELOCITY,1521024606.5763378,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024606.5784926,249.7254181,75.9692459,-5.2345667
MsgID.LOCAL_VELOCITY,1521024606.5784926,-0.0070896,-0.0047383,-0.0004569
MsgID.GLOBAL_POSITION,1521024606.8250649,-122.3965966,37.7947284,5.2240000
MsgID.LOCAL_VELOCITY,1521024606.8250649,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024606.8292620,249.8211365,75.8460922,-5.2237267
MsgID.LOCAL_VELOCITY,1521024606.8292620,-0.0036518,-0.0040692,0.0000875
MsgID.STATE,1521024607.0272641,True,True
MsgID.GLOBAL_HOME,1521024607.0313456,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521024607.0750768,-122.3965960,37.7947271,5.2120000
MsgID.LOCAL_VELOCITY,1521024607.0750768,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521024607.0794053,249.6818237,75.9109650,-5.2128029
MsgID.LOCAL_VELOCITY,1521024607.0794053,-0.0053928,-0.0038243,-0.0007298
